PPN01478	GPAL|GPLIN_001293100	GROS|GROS_g04709.t1
PPN06453	GPAL|GPLIN_000900200	GROS|GROS_g10494.t1
PPN05831	GPAL|GPLIN_000640600	GROS|GROS_g08500.t1
PPN02884	GPAL|GPLIN_001051100	GROS|GROS_g05575.t1
PPN02885	GPAL|GPLIN_001036000	GROS|GROS_g03246.t1
PPN02886	GPAL|GPLIN_000261400	GROS|GROS_g06022.t1
PPN02881	GPAL|GPLIN_000769900	GROS|GROS_g08195.t1
PPN02882	GPAL|GPLIN_000353200	GROS|GROS_g01482.t1
PPN08455	GPAL|GPLIN_000150400	GROS|GROS_g02145.t1
PPN05833	GPAL|GPLIN_000602100	GROS|GROS_g03819.t1
PPN05836	GPAL|GPLIN_000723100	GROS|GROS_g08367.t1
PPN11863	GPAL|GPLIN_000477300	GROS|GROS_g09049.t1
PPN05837	GPAL|GPLIN_001127800	GROS|GROS_g00679.t1
PPN08450	GPAL|GPLIN_001107700	GROS|GROS_g05057.t1
PPN11681	GPAL|GPLIN_000323800	GROS|GROS_g12597.t1
PPN08453	GPAL|GPLIN_000870100	GROS|GROS_g13648.t1
PPN08452	GPAL|GPLIN_000138700	GROS|GROS_g07801.t1
PPN08808	GPAL|GPLIN_000071100	GROS|GROS_g02246.t1
PPN04489	GPAL|GPLIN_000253300	GROS|GROS_g05761.t1
PPN04482	GPAL|GPLIN_001567200	GROS|GROS_g03241.t1
PPN04483	GPAL|GPLIN_000805700	GROS|GROS_g10411.t1
PPN04480	GPAL|GPLIN_001330600	GROS|GROS_g13426.t1
PPN04481	GPAL|GPLIN_000649200	GROS|GROS_g08859.t1
PPN04486	GPAL|GPLIN_000301800	GROS|GROS_g02288.t1
PPN04487	GPAL|GPLIN_001311500	GROS|GROS_g11437.t1
PPN04484	GPAL|GPLIN_000634400	GROS|GROS_g07160.t1
PPN04485	GPAL|GPLIN_001287900	GROS|GROS_g13339.t1
PPN06215	GPAL|GPLIN_000746800	GROS|GROS_g04018.t1
PPN06338	GPAL|GPLIN_000098000	GROS|GROS_g07065.t1
PPN13008	GPAL|GPLIN_001571700	GROS|GROS_g06383.t1
PPN06214	GPAL|GPLIN_000288000	GROS|GROS_g08398.t1
PPN13007	GPAL|GPLIN_001566600	GROS|GROS_g07897.t1
PPN13004	GPAL|GPLIN_001548200	GROS|GROS_g05722.t1
PPN06339	GPAL|GPLIN_000098100	GROS|GROS_g07064.t1
PPN13002	GPAL|GPLIN_001545800	GROS|GROS_g10493.t1
PPN13000	GPAL|GPLIN_001540700	GROS|GROS_g12292.t1
PPN13001	GPAL|GPLIN_001544000	GROS|GROS_g04157.t1
PPN06336	GPAL|GPLIN_000097500	GROS|GROS_g07073.t1
PPN06216	GPAL|GPLIN_001234200	GROS|GROS_g05405.t1
PPN06337	GPAL|GPLIN_000097900	GROS|GROS_g07067.t1
PPN04268	GPAL|GPLIN_000520300	GROS|GROS_g03531.t1
PPN04269	GPAL|GPLIN_000646800	GROS|GROS_g01842.t1
PPN04266	GPAL|GPLIN_001126700	GROS|GROS_g12618.t1
PPN04267	GPAL|GPLIN_000168900	GROS|GROS_g06682.t1
PPN04264	GPAL|GPLIN_001301600	GROS|GROS_g08468.t1
PPN04265	GPAL|GPLIN_000115200	GROS|GROS_g10093.t1
PPN04262	GPAL|GPLIN_001316000	GROS|GROS_g05062.t1
PPN04260	GPAL|GPLIN_000042100	GROS|GROS_g02197.t1
PPN11664	GPAL|GPLIN_000306100	GROS|GROS_g13675.t1
PPN11665	GPAL|GPLIN_000307600	GROS|GROS_g06300.t1
PPN11512	GPAL|GPLIN_000177400	GROS|GROS_g11827.t1
PPN11510	GPAL|GPLIN_000176600	GROS|GROS_g01946.t1
PPN11511	GPAL|GPLIN_000176700	GROS|GROS_g01947.t1
PPN11516	GPAL|GPLIN_000183200	GROS|GROS_g11016.t1
PPN11517	GPAL|GPLIN_000183300	GROS|GROS_g11015.t1
PPN11514	GPAL|GPLIN_000181000	GROS|GROS_g11067.t1
PPN11518	GPAL|GPLIN_000183400	GROS|GROS_g11014.t1
PPN11519	GPAL|GPLIN_000183600	GROS|GROS_g12705.t1
PPN04176	GPAL|GPLIN_000932500	GROS|GROS_g01133.t1
PPN01417	GPAL|GPLIN_000839300	GROS|GROS_g02828.t1
PPN11666	GPAL|GPLIN_000308200	GROS|GROS_g06295.t1
PPN01414	GPAL|GPLIN_000872700	GROS|GROS_g12936.t1
PPN04175	GPAL|GPLIN_000792400	GROS|GROS_g09437.t1
PPN01412	GPAL|GPLIN_000889500	GROS|GROS_g02971.t1
PPN01413	GPAL|GPLIN_001346100	GROS|GROS_g09207.t1
PPN04170	GPAL|GPLIN_000601000	GROS|GROS_g03836.t1
PPN11667	GPAL|GPLIN_000313900	GROS|GROS_g01126.t1
PPN04171	GPAL|GPLIN_000343800	GROS|GROS_g06398.t1
PPN02163	GPAL|GPLIN_001117500	GROS|GROS_g11476.t1
PPN02166	GPAL|GPLIN_000915800	GROS|GROS_g10464.t1
PPN02165	GPAL|GPLIN_000455800	GROS|GROS_g02943.t1
PPN02164	GPAL|GPLIN_001117600	GROS|GROS_g11477.t1
PPN02169	GPAL|GPLIN_000314500	GROS|GROS_g12230.t1
PPN02168	GPAL|GPLIN_000916100	GROS|GROS_g12635.t1
PPN11660	GPAL|GPLIN_000303800	GROS|GROS_g05986.t1
PPN04179	GPAL|GPLIN_000132300	GROS|GROS_g04305.t1
PPN11661	GPAL|GPLIN_000304300	GROS|GROS_g10359.t1
PPN02306	GPAL|GPLIN_001029600	GROS|GROS_g08638.t1
PPN02305	GPAL|GPLIN_000781600	GROS|GROS_g00003.t1
PPN02304	GPAL|GPLIN_000689000	GROS|GROS_g03520.t1
PPN02303	GPAL|GPLIN_000806000	GROS|GROS_g08667.t1
PPN02302	GPAL|GPLIN_000654000	GROS|GROS_g01195.t1
PPN02301	GPAL|GPLIN_001034600	GROS|GROS_g01167.t1
PPN02300	GPAL|GPLIN_000937200	GROS|GROS_g00655.t1
PPN02309	GPAL|GPLIN_000401400	GROS|GROS_g04482.t1
PPN02308	GPAL|GPLIN_000015500	GROS|GROS_g06206.t1
PPN11662	GPAL|GPLIN_000305400	GROS|GROS_g01449.t1
PPN08849	GPAL|GPLIN_000577700	GROS|GROS_g04710.t1
PPN11663	GPAL|GPLIN_000305500	GROS|GROS_g01447.t1
PPN01140	GPAL|GPLIN_000398100	GROS|GROS_g03038.t1
PPN01144	GPAL|GPLIN_000149300	GROS|GROS_g02160.t1
PPN01145	GPAL|GPLIN_001294800	GROS|GROS_g01370.t1
PPN01146	GPAL|GPLIN_001115500	GROS|GROS_g11779.t1
PPN01147	GPAL|GPLIN_001360300	GROS|GROS_g05650.t1
PPN01539	GPAL|GPLIN_001141300	GROS|GROS_g10049.t1
PPN04011	GPAL|GPLIN_000557200	GROS|GROS_g02504.t1
PPN01530	GPAL|GPLIN_000762600	GROS|GROS_g05301.t1
PPN01533	GPAL|GPLIN_000218300	GROS|GROS_g03759.t1
PPN01535	GPAL|GPLIN_000112700	GROS|GROS_g12874.t1
PPN01537	GPAL|GPLIN_001301300	GROS|GROS_g08464.t1
PPN01536	GPAL|GPLIN_000112600	GROS|GROS_g12875.t1
PPN11923	GPAL|GPLIN_000522100	GROS|GROS_g10770.t1
PPN11922	GPAL|GPLIN_000521700	GROS|GROS_g03549.t1
PPN11921	GPAL|GPLIN_000521200	GROS|GROS_g03545.t1
PPN11927	GPAL|GPLIN_000524300	GROS|GROS_g03465.t1
PPN11926	GPAL|GPLIN_000523500	GROS|GROS_g12963.t1
PPN11925	GPAL|GPLIN_000523400	GROS|GROS_g12962.t1
PPN11924	GPAL|GPLIN_000523200	GROS|GROS_g08335.t1
PPN02944	GPAL|GPLIN_000521800	GROS|GROS_g03550.t1
PPN11748	GPAL|GPLIN_000374100	GROS|GROS_g02855.t1
PPN11219	GPAL|GPLIN_000015400	GROS|GROS_g06208.t1
PPN00956	GPAL|GPLIN_000600500	GROS|GROS_g03841.t1
PPN00950	GPAL|GPLIN_000538300	GROS|GROS_g03715.t1
PPN00952	GPAL|GPLIN_001165600	GROS|GROS_g02464.t1
PPN00953	GPAL|GPLIN_000881200	GROS|GROS_g03214.t1
PPN11743	GPAL|GPLIN_000368700	GROS|GROS_g03332.t1
PPN12558	GPAL|GPLIN_001040800	GROS|GROS_g07131.t1
PPN11741	GPAL|GPLIN_000367200	GROS|GROS_g00719.t1
PPN08401	GPAL|GPLIN_000580100	GROS|GROS_g03648.t1
PPN11747	GPAL|GPLIN_000371300	GROS|GROS_g11293.t1
PPN12553	GPAL|GPLIN_001033000	GROS|GROS_g09645.t1
PPN11745	GPAL|GPLIN_000370500	GROS|GROS_g01112.t1
PPN12552	GPAL|GPLIN_001031900	GROS|GROS_g13486.t1
PPN12551	GPAL|GPLIN_001031600	GROS|GROS_g06005.t1
PPN07090	GPAL|GPLIN_001220000	GROS|GROS_g08873.t1
PPN07091	GPAL|GPLIN_001230500	GROS|GROS_g02317.t1
PPN07092	GPAL|GPLIN_001248500	GROS|GROS_g00574.t1
PPN07094	GPAL|GPLIN_001254600	GROS|GROS_g08002.t1
PPN07095	GPAL|GPLIN_001262300	GROS|GROS_g05877.t1
PPN07096	GPAL|GPLIN_001263100	GROS|GROS_g12558.t1
PPN07097	GPAL|GPLIN_001265000	GROS|GROS_g05673.t1
PPN07098	GPAL|GPLIN_001269200	GROS|GROS_g03204.t1
PPN07099	GPAL|GPLIN_001277600	GROS|GROS_g11051.t1
PPN11898	GPAL|GPLIN_000505900	GROS|GROS_g01498.t1
PPN11893	GPAL|GPLIN_000502700	GROS|GROS_g02046.t1
PPN11892	GPAL|GPLIN_000502500	GROS|GROS_g13408.t1
PPN11891	GPAL|GPLIN_000502100	GROS|GROS_g02261.t1
PPN11890	GPAL|GPLIN_000502000	GROS|GROS_g09159.t1
PPN11897	GPAL|GPLIN_000505500	GROS|GROS_g01503.t1
PPN11896	GPAL|GPLIN_000504100	GROS|GROS_g12429.t1
PPN11895	GPAL|GPLIN_000503000	GROS|GROS_g02043.t1
PPN11894	GPAL|GPLIN_000502900	GROS|GROS_g02045.t1
PPN06990	GPAL|GPLIN_000545300	GROS|GROS_g01381.t1
PPN06991	GPAL|GPLIN_000561200	GROS|GROS_g08529.t1
PPN09140	GPAL|GPLIN_001081500	GROS|GROS_g07721.t1
PPN09141	GPAL|GPLIN_001090700	GROS|GROS_g10923.t1
PPN09142	GPAL|GPLIN_001095100	GROS|GROS_g11101.t1
PPN09143	GPAL|GPLIN_001118000	GROS|GROS_g13464.t1
PPN09144	GPAL|GPLIN_001118400	GROS|GROS_g08537.t1
PPN09145	GPAL|GPLIN_001120300	GROS|GROS_g01156.t1
PPN09146	GPAL|GPLIN_001120400	GROS|GROS_g00670.t1
PPN09148	GPAL|GPLIN_001144500	GROS|GROS_g01608.t1
PPN09149	GPAL|GPLIN_001150400	GROS|GROS_g05417.t1
PPN01337	GPAL|GPLIN_000021100	GROS|GROS_g10937.t1
PPN01336	GPAL|GPLIN_000795500	GROS|GROS_g09304.t1
PPN01335	GPAL|GPLIN_000769300	GROS|GROS_g04119.t1
PPN01339	GPAL|GPLIN_000876200	GROS|GROS_g02891.t1
PPN01338	GPAL|GPLIN_000373400	GROS|GROS_g02843.t1
PPN05829	GPAL|GPLIN_000713500	GROS|GROS_g04635.t1
PPN05828	GPAL|GPLIN_001111700	GROS|GROS_g06868.t1
PPN06329	GPAL|GPLIN_000752600	GROS|GROS_g05443.t1
PPN02444	GPAL|GPLIN_000584500	GROS|GROS_g03896.t1
PPN02445	GPAL|GPLIN_000584400	GROS|GROS_g03897.t1
PPN02446	GPAL|GPLIN_000584300	GROS|GROS_g03898.t1
PPN02447	GPAL|GPLIN_001355200	GROS|GROS_g03900.t1
PPN02440	GPAL|GPLIN_000991700	GROS|GROS_g05202.t1
PPN02441	GPAL|GPLIN_000992100	GROS|GROS_g05198.t1
PPN02442	GPAL|GPLIN_000096600	GROS|GROS_g07082.t1
PPN02443	GPAL|GPLIN_000647400	GROS|GROS_g01830.t1
PPN02448	GPAL|GPLIN_000369700	GROS|GROS_g03321.t1
PPN05798	GPAL|GPLIN_000470100	GROS|GROS_g06988.t1
PPN05791	GPAL|GPLIN_000550700	GROS|GROS_g06510.t1
PPN05790	GPAL|GPLIN_001045500	GROS|GROS_g07623.t1
PPN05793	GPAL|GPLIN_000015700	GROS|GROS_g06203.t1
PPN05795	GPAL|GPLIN_000309500	GROS|GROS_g01529.t1
PPN05794	GPAL|GPLIN_000309400	GROS|GROS_g01530.t1
PPN05797	GPAL|GPLIN_001182800	GROS|GROS_g01269.t1
PPN06569	GPAL|GPLIN_000548300	GROS|GROS_g06186.t1
PPN06454	GPAL|GPLIN_000301000	GROS|GROS_g02311.t1
PPN08375	GPAL|GPLIN_000141200	GROS|GROS_g05884.t1
PPN03513	GPAL|GPLIN_001385300	GROS|GROS_g09680.t1
PPN03512	GPAL|GPLIN_001054300	GROS|GROS_g11808.t1
PPN08373	GPAL|GPLIN_000115700	GROS|GROS_g07888.t1
PPN08363	GPAL|GPLIN_000222400	GROS|GROS_g01440.t1
PPN08361	GPAL|GPLIN_001044500	GROS|GROS_g02743.t1
PPN00171	GPAL|GPLIN_001053700	GROS|GROS_g12940.t1
PPN00175	GPAL|GPLIN_000300400	GROS|GROS_g07690.t1
PPN02649	GPAL|GPLIN_000138200	GROS|GROS_g05899.t1
PPN08379	GPAL|GPLIN_001127600	GROS|GROS_g00680.t1
PPN06896	GPAL|GPLIN_001346000	GROS|GROS_g09208.t1
PPN04358	GPAL|GPLIN_001394700	GROS|GROS_g05106.t1
PPN04359	GPAL|GPLIN_001262100	GROS|GROS_g05881.t1
PPN08860	GPAL|GPLIN_000142700	GROS|GROS_g08151.t1
PPN12001	GPAL|GPLIN_000587000	GROS|GROS_g09770.t1
PPN01498	GPAL|GPLIN_001082400	GROS|GROS_g07733.t1
PPN01497	GPAL|GPLIN_001307300	GROS|GROS_g01035.t1
PPN01494	GPAL|GPLIN_001308800	GROS|GROS_g07118.t1
PPN01495	GPAL|GPLIN_000703200	GROS|GROS_g06247.t1
PPN01492	GPAL|GPLIN_000096900	GROS|GROS_g07078.t1
PPN05913	GPAL|GPLIN_000091100	GROS|GROS_g00803.t1
PPN05912	GPAL|GPLIN_000907600	GROS|GROS_g07426.t1
PPN05911	GPAL|GPLIN_000473200	GROS|GROS_g00387.t1
PPN05910	GPAL|GPLIN_000505700	GROS|GROS_g01501.t1
PPN05917	GPAL|GPLIN_001234000	GROS|GROS_g05408.t1
PPN05915	GPAL|GPLIN_000242500	GROS|GROS_g05447.t1
PPN04204	GPAL|GPLIN_000302300	GROS|GROS_g02292.t1
PPN04205	GPAL|GPLIN_000387300	GROS|GROS_g07516.t1
PPN04206	GPAL|GPLIN_001374400	GROS|GROS_g08757.t1
PPN04207	GPAL|GPLIN_000126600	GROS|GROS_g05782.t1
PPN04200	GPAL|GPLIN_000606400	GROS|GROS_g02114.t1
PPN04201	GPAL|GPLIN_000483700	GROS|GROS_g09711.t1
PPN04202	GPAL|GPLIN_000633500	GROS|GROS_g07171.t1
PPN04203	GPAL|GPLIN_000483900	GROS|GROS_g09713.t1
PPN04208	GPAL|GPLIN_000774700	GROS|GROS_g00776.t1
PPN04209	GPAL|GPLIN_000430700	GROS|GROS_g03766.t1
PPN11528	GPAL|GPLIN_000191900	GROS|GROS_g00297.t1
PPN08868	GPAL|GPLIN_000300200	GROS|GROS_g07693.t1
PPN02149	GPAL|GPLIN_000219900	GROS|GROS_g06579.t1
PPN04019	GPAL|GPLIN_000002600	GROS|GROS_g02766.t1
PPN11798	GPAL|GPLIN_000408600	GROS|GROS_g06958.t1
PPN11799	GPAL|GPLIN_000409200	GROS|GROS_g06967.t1
PPN04018	GPAL|GPLIN_000819600	GROS|GROS_g00516.t1
PPN02141	GPAL|GPLIN_001153500	GROS|GROS_g01806.t1
PPN02140	GPAL|GPLIN_000856000	GROS|GROS_g05825.t1
PPN02143	GPAL|GPLIN_000250600	GROS|GROS_g03151.t1
PPN02142	GPAL|GPLIN_001231900	GROS|GROS_g09169.t1
PPN02145	GPAL|GPLIN_000247500	GROS|GROS_g03608.t1
PPN02144	GPAL|GPLIN_000665200	GROS|GROS_g05805.t1
PPN02147	GPAL|GPLIN_000301600	GROS|GROS_g02299.t1
PPN02146	GPAL|GPLIN_000093700	GROS|GROS_g03910.t1
PPN03631	GPAL|GPLIN_000322400	GROS|GROS_g06658.t1
PPN03632	GPAL|GPLIN_000612500	GROS|GROS_g06800.t1
PPN01531	GPAL|GPLIN_001371800	GROS|GROS_g10563.t1
PPN04010	GPAL|GPLIN_000451200	GROS|GROS_g04262.t1
PPN13021	GPAL|GPLIN_001622000	GROS|GROS_g10192.t1
PPN04013	GPAL|GPLIN_000387800	GROS|GROS_g02513.t1
PPN04012	GPAL|GPLIN_000983000	GROS|GROS_g06846.t1
PPN02329	GPAL|GPLIN_001003900	GROS|GROS_g07895.t1
PPN02325	GPAL|GPLIN_001072100	GROS|GROS_g03895.t1
PPN02324	GPAL|GPLIN_001604700	GROS|GROS_g12149.t1
PPN02327	GPAL|GPLIN_000526200	GROS|GROS_g01059.t1
PPN02326	GPAL|GPLIN_000742700	GROS|GROS_g03870.t1
PPN02321	GPAL|GPLIN_000568200	GROS|GROS_g05637.t1
PPN02323	GPAL|GPLIN_001635200	GROS|GROS_g12151.t1
PPN02322	GPAL|GPLIN_000446800	GROS|GROS_g07477.t1
PPN04017	GPAL|GPLIN_000819800	GROS|GROS_g00514.t1
PPN08542	GPAL|GPLIN_000889400	GROS|GROS_g02974.t1
PPN04016	GPAL|GPLIN_001309500	GROS|GROS_g00507.t1
PPN08541	GPAL|GPLIN_000354100	GROS|GROS_g01463.t1
PPN11132	GPAL|GPLIN_001500000	GROS|GROS_g04630.t1
PPN08428	GPAL|GPLIN_000163500	GROS|GROS_g06476.t1
PPN12995	GPAL|GPLIN_001526800	GROS|GROS_g02320.t1
PPN08913	GPAL|GPLIN_000851900	GROS|GROS_g11618.t1
PPN05497	GPAL|GPLIN_000262800	GROS|GROS_g04804.t1
PPN12000	GPAL|GPLIN_000585400	GROS|GROS_g04986.t1
PPN01164	GPAL|GPLIN_000453300	GROS|GROS_g00102.t1
PPN01162	GPAL|GPLIN_000905700	GROS|GROS_g04195.t1
PPN01160	GPAL|GPLIN_000876700	GROS|GROS_g02883.t1
PPN08545	GPAL|GPLIN_000596100	GROS|GROS_g11351.t1
PPN11606	GPAL|GPLIN_000254400	GROS|GROS_g10412.t1
PPN12998	GPAL|GPLIN_001533400	GROS|GROS_g07331.t1
PPN04079	GPAL|GPLIN_000749400	GROS|GROS_g11970.t1
PPN04078	GPAL|GPLIN_000378700	GROS|GROS_g00604.t1
PPN04077	GPAL|GPLIN_000728300	GROS|GROS_g07635.t1
PPN04076	GPAL|GPLIN_001028000	GROS|GROS_g06912.t1
PPN04075	GPAL|GPLIN_001330500	GROS|GROS_g13427.t1
PPN01554	GPAL|GPLIN_000105700	GROS|GROS_g05086.t1
PPN04073	GPAL|GPLIN_000172100	GROS|GROS_g03096.t1
PPN04072	GPAL|GPLIN_001047700	GROS|GROS_g11242.t1
PPN04071	GPAL|GPLIN_000916700	GROS|GROS_g11158.t1
PPN11802	GPAL|GPLIN_000413700	GROS|GROS_g11243.t1
PPN09013	GPAL|GPLIN_000470200	GROS|GROS_g06987.t1
PPN11605	GPAL|GPLIN_000252000	GROS|GROS_g03138.t1
PPN12250	GPAL|GPLIN_000780600	GROS|GROS_g00017.t1
PPN11980	GPAL|GPLIN_000560800	GROS|GROS_g06286.t1
PPN11803	GPAL|GPLIN_000413900	GROS|GROS_g03340.t1
PPN08420	GPAL|GPLIN_000119700	GROS|GROS_g02402.t1
PPN11602	GPAL|GPLIN_000249400	GROS|GROS_g07379.t1
PPN11983	GPAL|GPLIN_000564500	GROS|GROS_g05938.t1
PPN11804	GPAL|GPLIN_000416400	GROS|GROS_g10799.t1
PPN02921	GPAL|GPLIN_001015100	GROS|GROS_g04941.t1
PPN02928	GPAL|GPLIN_000910000	GROS|GROS_g04454.t1
PPN11603	GPAL|GPLIN_000249500	GROS|GROS_g00078.t1
PPN11982	GPAL|GPLIN_000563300	GROS|GROS_g03026.t1
PPN04699	GPAL|GPLIN_000829200	GROS|GROS_g09190.t1
PPN04698	GPAL|GPLIN_000779600	GROS|GROS_g04772.t1
PPN04693	GPAL|GPLIN_000737300	GROS|GROS_g00348.t1
PPN04692	GPAL|GPLIN_000368000	GROS|GROS_g00709.t1
PPN04691	GPAL|GPLIN_001347700	GROS|GROS_g08814.t1
PPN04690	GPAL|GPLIN_001117100	GROS|GROS_g11473.t1
PPN04697	GPAL|GPLIN_001257200	GROS|GROS_g00439.t1
PPN04696	GPAL|GPLIN_000122800	GROS|GROS_g09365.t1
PPN04695	GPAL|GPLIN_000537300	GROS|GROS_g05252.t1
PPN04694	GPAL|GPLIN_000006300	GROS|GROS_g08568.t1
PPN00201	GPAL|GPLIN_000457100	GROS|GROS_g10501.t1
PPN00202	GPAL|GPLIN_000808600	GROS|GROS_g08676.t1
PPN00978	GPAL|GPLIN_001368900	GROS|GROS_g08199.t1
PPN11601	GPAL|GPLIN_000248900	GROS|GROS_g03160.t1
PPN11984	GPAL|GPLIN_000566200	GROS|GROS_g00937.t1
PPN11807	GPAL|GPLIN_000418700	GROS|GROS_g13382.t1
PPN11823	GPAL|GPLIN_000431900	GROS|GROS_g01679.t1
PPN08424	GPAL|GPLIN_000305800	GROS|GROS_g09759.t1
PPN11987	GPAL|GPLIN_000571900	GROS|GROS_g12769.t1
PPN08425	GPAL|GPLIN_000274800	GROS|GROS_g06709.t1
PPN11301	GPAL|GPLIN_000693900	GROS|GROS_g02017.t1
PPN08426	GPAL|GPLIN_001050900	GROS|GROS_g05578.t1
PPN06096	GPAL|GPLIN_000003800	GROS|GROS_g06550.t1
PPN03828	GPAL|GPLIN_000760200	GROS|GROS_g11354.t1
PPN03400	GPAL|GPLIN_001133800	GROS|GROS_g00356.t1
PPN06699	GPAL|GPLIN_000217800	GROS|GROS_g03764.t1
PPN06698	GPAL|GPLIN_000652200	GROS|GROS_g08702.t1
PPN03409	GPAL|GPLIN_001130300	GROS|GROS_g12405.t1
PPN11604	GPAL|GPLIN_000251100	GROS|GROS_g03144.t1
PPN01318	GPAL|GPLIN_000670400	GROS|GROS_g10999.t1
PPN09164	GPAL|GPLIN_001223500	GROS|GROS_g11702.t1
PPN09165	GPAL|GPLIN_001223900	GROS|GROS_g08283.t1
PPN09162	GPAL|GPLIN_001219900	GROS|GROS_g05351.t1
PPN09163	GPAL|GPLIN_001222700	GROS|GROS_g07901.t1
PPN09160	GPAL|GPLIN_001189700	GROS|GROS_g11043.t1
PPN09161	GPAL|GPLIN_001203000	GROS|GROS_g02358.t1
PPN01315	GPAL|GPLIN_000455000	GROS|GROS_g00122.t1
PPN01316	GPAL|GPLIN_000952400	GROS|GROS_g00628.t1
PPN11600	GPAL|GPLIN_000248400	GROS|GROS_g03166.t1
PPN12237	GPAL|GPLIN_000769400	GROS|GROS_g04118.t1
PPN05801	GPAL|GPLIN_000445800	GROS|GROS_g07464.t1
PPN05802	GPAL|GPLIN_000447800	GROS|GROS_g07935.t1
PPN05807	GPAL|GPLIN_000573700	GROS|GROS_g00161.t1
PPN05806	GPAL|GPLIN_001388300	GROS|GROS_g00075.t1
PPN12235	GPAL|GPLIN_000768000	GROS|GROS_g10405.t1
PPN12645	GPAL|GPLIN_001130400	GROS|GROS_g04354.t1
PPN12232	GPAL|GPLIN_000767500	GROS|GROS_g08931.t1
PPN12644	GPAL|GPLIN_001125400	GROS|GROS_g12245.t1
PPN12233	GPAL|GPLIN_000767600	GROS|GROS_g10362.t1
PPN06347	GPAL|GPLIN_000301400	GROS|GROS_g02304.t1
PPN06344	GPAL|GPLIN_000395500	GROS|GROS_g04835.t1
PPN06343	GPAL|GPLIN_000071900	GROS|GROS_g02239.t1
PPN06341	GPAL|GPLIN_001249900	GROS|GROS_g07040.t1
PPN06340	GPAL|GPLIN_000662800	GROS|GROS_g11898.t1
PPN12231	GPAL|GPLIN_000767400	GROS|GROS_g01645.t1
PPN12649	GPAL|GPLIN_001132100	GROS|GROS_g08339.t1
PPN06349	GPAL|GPLIN_000330600	GROS|GROS_g09834.t1
PPN06348	GPAL|GPLIN_000330900	GROS|GROS_g11934.t1
PPN12648	GPAL|GPLIN_001131800	GROS|GROS_g11410.t1
PPN12691	GPAL|GPLIN_001171100	GROS|GROS_g01517.t1
PPN12319	GPAL|GPLIN_000844800	GROS|GROS_g04592.t1
PPN08697	GPAL|GPLIN_000678700	GROS|GROS_g12543.t1
PPN05733	GPAL|GPLIN_000698100	GROS|GROS_g09106.t1
PPN08692	GPAL|GPLIN_001377100	GROS|GROS_g12637.t1
PPN08691	GPAL|GPLIN_000268900	GROS|GROS_g00977.t1
PPN05732	GPAL|GPLIN_000227900	GROS|GROS_g04982.t1
PPN05731	GPAL|GPLIN_000397400	GROS|GROS_g03047.t1
PPN05737	GPAL|GPLIN_000334600	GROS|GROS_g01074.t1
PPN05736	GPAL|GPLIN_000570800	GROS|GROS_g03359.t1
PPN02468	GPAL|GPLIN_000454700	GROS|GROS_g00117.t1
PPN05735	GPAL|GPLIN_000680500	GROS|GROS_g09859.t1
PPN02462	GPAL|GPLIN_000234500	GROS|GROS_g03233.t1
PPN02463	GPAL|GPLIN_000193300	GROS|GROS_g06528.t1
PPN02460	GPAL|GPLIN_000617400	GROS|GROS_g00793.t1
PPN02461	GPAL|GPLIN_000234300	GROS|GROS_g03235.t1
PPN02466	GPAL|GPLIN_000454400	GROS|GROS_g00113.t1
PPN02467	GPAL|GPLIN_000454500	GROS|GROS_g00114.t1
PPN02464	GPAL|GPLIN_000454100	GROS|GROS_g00110.t1
PPN02465	GPAL|GPLIN_000454300	GROS|GROS_g00112.t1
PPN08349	GPAL|GPLIN_000857900	GROS|GROS_g04700.t1
PPN11724	GPAL|GPLIN_000352300	GROS|GROS_g03655.t1
PPN06469	GPAL|GPLIN_000753200	GROS|GROS_g09226.t1
PPN06466	GPAL|GPLIN_000900800	GROS|GROS_g11871.t1
PPN06467	GPAL|GPLIN_001268400	GROS|GROS_g12528.t1
PPN06464	GPAL|GPLIN_000675600	GROS|GROS_g01927.t1
PPN06465	GPAL|GPLIN_000464400	GROS|GROS_g05128.t1
PPN06462	GPAL|GPLIN_000449500	GROS|GROS_g09348.t1
PPN06463	GPAL|GPLIN_000676000	GROS|GROS_g01930.t1
PPN12021	GPAL|GPLIN_000596700	GROS|GROS_g05774.t1
PPN12027	GPAL|GPLIN_000600600	GROS|GROS_g03840.t1
PPN12025	GPAL|GPLIN_000599000	GROS|GROS_g11728.t1
PPN12799	GPAL|GPLIN_001266100	GROS|GROS_g06333.t1
PPN12798	GPAL|GPLIN_001263800	GROS|GROS_g11316.t1
PPN12029	GPAL|GPLIN_000601600	GROS|GROS_g03824.t1
PPN06869	GPAL|GPLIN_000633600	GROS|GROS_g07170.t1
PPN06878	GPAL|GPLIN_001158200	GROS|GROS_g01336.t1
PPN04194	GPAL|GPLIN_001189800	GROS|GROS_g11044.t1
PPN04196	GPAL|GPLIN_001136700	GROS|GROS_g06889.t1
PPN04197	GPAL|GPLIN_001379000	GROS|GROS_g07448.t1
PPN04190	GPAL|GPLIN_000302800	GROS|GROS_g02278.t1
PPN04192	GPAL|GPLIN_000356800	GROS|GROS_g11143.t1
PPN04441	GPAL|GPLIN_001254300	GROS|GROS_g02866.t1
PPN04198	GPAL|GPLIN_001083100	GROS|GROS_g10456.t1
PPN04199	GPAL|GPLIN_001173700	GROS|GROS_g09331.t1
