PPN01478	GPAL|GPLIN_001293100	GROS|GROS_g04709
PPN04003	GPAL|GPLIN_000475800	GROS|GROS_g02589
PPN04000	GPAL|GPLIN_001118100	GROS|GROS_g13463
PPN04001	GPAL|GPLIN_000384700	GROS|GROS_g09935
PPN11783	GPAL|GPLIN_000400300	GROS|GROS_g10872
PPN04008	GPAL|GPLIN_000362600	GROS|GROS_g01342
PPN04009	GPAL|GPLIN_000362700	GROS|GROS_g01343
PPN09201	GPAL|GPLIN_001628600	GROS|GROS_g05647
PPN11497	GPAL|GPLIN_000170200	GROS|GROS_g06699
PPN12418	GPAL|GPLIN_000929000	GROS|GROS_g08440
PPN12419	GPAL|GPLIN_000929500	GROS|GROS_g04292
PPN09200	GPAL|GPLIN_001616100	GROS|GROS_g06696
PPN12149	GPAL|GPLIN_000702500	GROS|GROS_g06239
PPN11496	GPAL|GPLIN_000170000	GROS|GROS_g06697
PPN12145	GPAL|GPLIN_000700200	GROS|GROS_g12010
PPN12146	GPAL|GPLIN_000701200	GROS|GROS_g06220
PPN12147	GPAL|GPLIN_000701700	GROS|GROS_g06229
PPN12140	GPAL|GPLIN_000695100	GROS|GROS_g03970
PPN12142	GPAL|GPLIN_000698200	GROS|GROS_g09105
PPN12143	GPAL|GPLIN_000698300	GROS|GROS_g06171
PPN04460	GPAL|GPLIN_000498500	GROS|GROS_g05465
PPN11493	GPAL|GPLIN_000167900	GROS|GROS_g08880
PPN11986	GPAL|GPLIN_000568700	GROS|GROS_g09572
PPN11491	GPAL|GPLIN_000167000	GROS|GROS_g07774
PPN12127	GPAL|GPLIN_000680800	GROS|GROS_g02999
PPN04461	GPAL|GPLIN_000566400	GROS|GROS_g00941
PPN04769	GPAL|GPLIN_000269600	GROS|GROS_g00987
PPN04768	GPAL|GPLIN_001154500	GROS|GROS_g00534
PPN04767	GPAL|GPLIN_001606700	GROS|GROS_g00669
PPN04766	GPAL|GPLIN_000567100	GROS|GROS_g05623
PPN04765	GPAL|GPLIN_000087200	GROS|GROS_g09123
PPN04764	GPAL|GPLIN_000204200	GROS|GROS_g00455
PPN04763	GPAL|GPLIN_000042700	GROS|GROS_g02188
PPN04762	GPAL|GPLIN_000809100	GROS|GROS_g05023
PPN04761	GPAL|GPLIN_000052900	GROS|GROS_g11338
PPN04760	GPAL|GPLIN_000675900	GROS|GROS_g01929
PPN12125	GPAL|GPLIN_000679400	GROS|GROS_g13131
PPN06725	GPAL|GPLIN_000840200	GROS|GROS_g09940
PPN06724	GPAL|GPLIN_000587900	GROS|GROS_g06108
PPN06727	GPAL|GPLIN_001085100	GROS|GROS_g06745
PPN06726	GPAL|GPLIN_000873000	GROS|GROS_g03473
PPN06720	GPAL|GPLIN_000270700	GROS|GROS_g01003
PPN06722	GPAL|GPLIN_001134600	GROS|GROS_g00362
PPN06729	GPAL|GPLIN_000244700	GROS|GROS_g12452
PPN06728	GPAL|GPLIN_000583700	GROS|GROS_g09518
PPN08910	GPAL|GPLIN_000959900	GROS|GROS_g01630
PPN04583	GPAL|GPLIN_000773600	GROS|GROS_g00770
PPN04582	GPAL|GPLIN_000237000	GROS|GROS_g06349
PPN04581	GPAL|GPLIN_000237100	GROS|GROS_g06350
PPN04580	GPAL|GPLIN_000688800	GROS|GROS_g05746
PPN04586	GPAL|GPLIN_000276100	GROS|GROS_g10436
PPN04585	GPAL|GPLIN_000005900	GROS|GROS_g08559
PPN04584	GPAL|GPLIN_000005700	GROS|GROS_g08556
PPN04589	GPAL|GPLIN_000931400	GROS|GROS_g01614
PPN04588	GPAL|GPLIN_000527300	GROS|GROS_g01050
PPN12736	GPAL|GPLIN_001207700	GROS|GROS_g06378
PPN04922	GPAL|GPLIN_001071500	GROS|GROS_g03884
PPN11945	GPAL|GPLIN_000540000	GROS|GROS_g07777
PPN11947	GPAL|GPLIN_000541900	GROS|GROS_g00190
PPN11946	GPAL|GPLIN_000541200	GROS|GROS_g00197
PPN11941	GPAL|GPLIN_000537000	GROS|GROS_g11369
PPN11940	GPAL|GPLIN_000536200	GROS|GROS_g12966
PPN11943	GPAL|GPLIN_000538400	GROS|GROS_g03714
PPN04466	GPAL|GPLIN_000393500	GROS|GROS_g00901
PPN11949	GPAL|GPLIN_000544800	GROS|GROS_g04361
PPN11811	GPAL|GPLIN_000421000	GROS|GROS_g11559
PPN06181	GPAL|GPLIN_000369100	GROS|GROS_g03328
PPN06180	GPAL|GPLIN_000989100	GROS|GROS_g01747
PPN06183	GPAL|GPLIN_000460400	GROS|GROS_g09973
PPN06182	GPAL|GPLIN_000069800	GROS|GROS_g02259
PPN06185	GPAL|GPLIN_000816500	GROS|GROS_g02675
PPN04467	GPAL|GPLIN_000755600	GROS|GROS_g10631
PPN06187	GPAL|GPLIN_001066400	GROS|GROS_g00421
PPN06188	GPAL|GPLIN_000544000	GROS|GROS_g11489
PPN11814	GPAL|GPLIN_000421800	GROS|GROS_g03197
PPN04469	GPAL|GPLIN_000682400	GROS|GROS_g10024
PPN07054	GPAL|GPLIN_000998700	GROS|GROS_g07107
PPN07055	GPAL|GPLIN_001001400	GROS|GROS_g01119
PPN07056	GPAL|GPLIN_001014700	GROS|GROS_g01111
PPN07057	GPAL|GPLIN_001016500	GROS|GROS_g12124
PPN07050	GPAL|GPLIN_000973700	GROS|GROS_g06037
PPN07051	GPAL|GPLIN_000974900	GROS|GROS_g06054
PPN07052	GPAL|GPLIN_000983600	GROS|GROS_g11520
PPN07053	GPAL|GPLIN_000991100	GROS|GROS_g05210
PPN07058	GPAL|GPLIN_001023800	GROS|GROS_g03386
PPN03754	GPAL|GPLIN_000171200	GROS|GROS_g03114
PPN03753	GPAL|GPLIN_000016800	GROS|GROS_g05972
PPN03750	GPAL|GPLIN_001556000	GROS|GROS_g10341
PPN11639	GPAL|GPLIN_000282200	GROS|GROS_g05930
PPN03758	GPAL|GPLIN_000287900	GROS|GROS_g08403
PPN08916	GPAL|GPLIN_000850400	GROS|GROS_g10739
PPN12209	GPAL|GPLIN_000749300	GROS|GROS_g11969
PPN08917	GPAL|GPLIN_001079000	GROS|GROS_g06170
PPN12208	GPAL|GPLIN_000748800	GROS|GROS_g11965
PPN12302	GPAL|GPLIN_000829800	GROS|GROS_g09180
PPN12303	GPAL|GPLIN_000829900	GROS|GROS_g09179
PPN12652	GPAL|GPLIN_001133900	GROS|GROS_g00357
PPN09185	GPAL|GPLIN_001381900	GROS|GROS_g00615
PPN09186	GPAL|GPLIN_001388500	GROS|GROS_g00074
PPN09187	GPAL|GPLIN_001389900	GROS|GROS_g10925
PPN09180	GPAL|GPLIN_001347200	GROS|GROS_g00487
PPN09181	GPAL|GPLIN_001351200	GROS|GROS_g00819
PPN09182	GPAL|GPLIN_001351900	GROS|GROS_g03804
PPN09183	GPAL|GPLIN_001372400	GROS|GROS_g01382
PPN12654	GPAL|GPLIN_001134300	GROS|GROS_g00359
PPN04846	GPAL|GPLIN_000954500	GROS|GROS_g04808
PPN12200	GPAL|GPLIN_000742500	GROS|GROS_g03872
PPN12304	GPAL|GPLIN_000830300	GROS|GROS_g04172
PPN06989	GPAL|GPLIN_000542500	GROS|GROS_g10123
PPN06988	GPAL|GPLIN_000538200	GROS|GROS_g03716
PPN12205	GPAL|GPLIN_000746000	GROS|GROS_g04936
PPN12659	GPAL|GPLIN_001145100	GROS|GROS_g10984
PPN06981	GPAL|GPLIN_000508700	GROS|GROS_g10483
PPN06980	GPAL|GPLIN_000503600	GROS|GROS_g07746
PPN06983	GPAL|GPLIN_000512300	GROS|GROS_g06072
PPN06982	GPAL|GPLIN_000510300	GROS|GROS_g11212
PPN06985	GPAL|GPLIN_000519400	GROS|GROS_g12171
PPN06987	GPAL|GPLIN_000536600	GROS|GROS_g01586
PPN06986	GPAL|GPLIN_000525000	GROS|GROS_g13555
PPN02408	GPAL|GPLIN_000606600	GROS|GROS_g02118
PPN02409	GPAL|GPLIN_000086800	GROS|GROS_g02183
PPN03809	GPAL|GPLIN_000181300	GROS|GROS_g11709
PPN03808	GPAL|GPLIN_000579200	GROS|GROS_g11198
PPN03807	GPAL|GPLIN_000819500	GROS|GROS_g00518
PPN12625	GPAL|GPLIN_001108700	GROS|GROS_g04654
PPN12624	GPAL|GPLIN_001108600	GROS|GROS_g05723
PPN12627	GPAL|GPLIN_001110200	GROS|GROS_g01734
PPN12626	GPAL|GPLIN_001109200	GROS|GROS_g03348
PPN12623	GPAL|GPLIN_001103700	GROS|GROS_g01474
PPN12622	GPAL|GPLIN_001103600	GROS|GROS_g01473
PPN01667	GPAL|GPLIN_000434500	GROS|GROS_g00872
PPN05759	GPAL|GPLIN_001397000	GROS|GROS_g10881
PPN08588	GPAL|GPLIN_000567700	GROS|GROS_g05630
PPN05755	GPAL|GPLIN_000696400	GROS|GROS_g11151
PPN05754	GPAL|GPLIN_000852600	GROS|GROS_g03036
PPN05756	GPAL|GPLIN_000766400	GROS|GROS_g06946
PPN05751	GPAL|GPLIN_000396600	GROS|GROS_g03057
PPN05750	GPAL|GPLIN_001150200	GROS|GROS_g10683
PPN05753	GPAL|GPLIN_000635800	GROS|GROS_g13120
PPN05752	GPAL|GPLIN_001206700	GROS|GROS_g11161
PPN08539	GPAL|GPLIN_001407500	GROS|GROS_g03980
PPN13005	GPAL|GPLIN_001550200	GROS|GROS_g09638
PPN13003	GPAL|GPLIN_001546300	GROS|GROS_g09393
PPN05720	GPAL|GPLIN_000342600	GROS|GROS_g02644
PPN05721	GPAL|GPLIN_000386400	GROS|GROS_g07593
PPN05723	GPAL|GPLIN_001037300	GROS|GROS_g06502
PPN05724	GPAL|GPLIN_000966900	GROS|GROS_g08053
PPN04944	GPAL|GPLIN_000319700	GROS|GROS_g11118
PPN05726	GPAL|GPLIN_000565400	GROS|GROS_g12891
PPN12081	GPAL|GPLIN_000647000	GROS|GROS_g01835
PPN12080	GPAL|GPLIN_000645500	GROS|GROS_g08774
PPN12083	GPAL|GPLIN_000647800	GROS|GROS_g01823
PPN12082	GPAL|GPLIN_000647600	GROS|GROS_g01828
PPN12085	GPAL|GPLIN_000651200	GROS|GROS_g08721
PPN12084	GPAL|GPLIN_000649300	GROS|GROS_g08860
PPN12087	GPAL|GPLIN_000651600	GROS|GROS_g08715
PPN12088	GPAL|GPLIN_000652400	GROS|GROS_g08699
PPN08322	GPAL|GPLIN_001511500	GROS|GROS_g00058
PPN08326	GPAL|GPLIN_000050600	GROS|GROS_g07212
PPN06458	GPAL|GPLIN_000547400	GROS|GROS_g06176
PPN01985	GPAL|GPLIN_000587800	GROS|GROS_g06107
PPN01986	GPAL|GPLIN_000766700	GROS|GROS_g06949
PPN01980	GPAL|GPLIN_000169500	GROS|GROS_g06689
PPN01983	GPAL|GPLIN_000772200	GROS|GROS_g10396
PPN01988	GPAL|GPLIN_000027600	GROS|GROS_g04742
PPN01989	GPAL|GPLIN_000145600	GROS|GROS_g04243
PPN00058	GPAL|GPLIN_000002800	GROS|GROS_g04870
PPN08503	GPAL|GPLIN_000707000	GROS|GROS_g00623
PPN12889	GPAL|GPLIN_001366800	GROS|GROS_g04555
PPN12880	GPAL|GPLIN_001351400	GROS|GROS_g09068
PPN12883	GPAL|GPLIN_001355000	GROS|GROS_g03902
PPN12885	GPAL|GPLIN_001355700	GROS|GROS_g00051
PPN12887	GPAL|GPLIN_001362400	GROS|GROS_g07280
PPN12886	GPAL|GPLIN_001359700	GROS|GROS_g02492
PPN13028	GPAL|GPLIN_001640500	GROS|GROS_g07366
PPN01773	GPAL|GPLIN_001107500	GROS|GROS_g05177
PPN01772	GPAL|GPLIN_000223400	GROS|GROS_g02175
PPN13020	GPAL|GPLIN_001619700	GROS|GROS_g05215
PPN13023	GPAL|GPLIN_001623900	GROS|GROS_g00728
PPN13024	GPAL|GPLIN_001629400	GROS|GROS_g06540
PPN01771	GPAL|GPLIN_000708300	GROS|GROS_g00849
PPN13026	GPAL|GPLIN_001637900	GROS|GROS_g06258
PPN11495	GPAL|GPLIN_000169200	GROS|GROS_g06685
PPN01777	GPAL|GPLIN_001321800	GROS|GROS_g11752
PPN01776	GPAL|GPLIN_000097200	GROS|GROS_g07076
PPN03239	GPAL|GPLIN_000080600	GROS|GROS_g00129
PPN03237	GPAL|GPLIN_000158800	GROS|GROS_g12144
PPN04248	GPAL|GPLIN_000791500	GROS|GROS_g05273
PPN04249	GPAL|GPLIN_000952200	GROS|GROS_g00625
PPN04938	GPAL|GPLIN_000712600	GROS|GROS_g04971
PPN04939	GPAL|GPLIN_001165500	GROS|GROS_g10195
PPN04240	GPAL|GPLIN_000127400	GROS|GROS_g05226
PPN04933	GPAL|GPLIN_001009700	GROS|GROS_g04966
PPN04930	GPAL|GPLIN_000119100	GROS|GROS_g08276
PPN04931	GPAL|GPLIN_000453900	GROS|GROS_g00108
PPN04936	GPAL|GPLIN_000164200	GROS|GROS_g08834
PPN04937	GPAL|GPLIN_000599400	GROS|GROS_g11723
PPN04934	GPAL|GPLIN_001365400	GROS|GROS_g07264
PPN04247	GPAL|GPLIN_000032500	GROS|GROS_g12282
PPN03586	GPAL|GPLIN_000481600	GROS|GROS_g06090
PPN03587	GPAL|GPLIN_000587500	GROS|GROS_g06104
PPN08464	GPAL|GPLIN_000831100	GROS|GROS_g11850
PPN11538	GPAL|GPLIN_000195800	GROS|GROS_g09273
PPN11539	GPAL|GPLIN_000196100	GROS|GROS_g09266
PPN11534	GPAL|GPLIN_000194700	GROS|GROS_g06609
PPN11535	GPAL|GPLIN_000195100	GROS|GROS_g13412
PPN11536	GPAL|GPLIN_000195200	GROS|GROS_g10589
PPN11537	GPAL|GPLIN_000195300	GROS|GROS_g10590
PPN11531	GPAL|GPLIN_000194200	GROS|GROS_g05323
PPN11532	GPAL|GPLIN_000194500	GROS|GROS_g11835
PPN11533	GPAL|GPLIN_000194600	GROS|GROS_g06608
PPN06459	GPAL|GPLIN_000474700	GROS|GROS_g12927
PPN08465	GPAL|GPLIN_000014200	GROS|GROS_g02517
PPN02189	GPAL|GPLIN_000546900	GROS|GROS_g01278
PPN02188	GPAL|GPLIN_000669000	GROS|GROS_g06636
PPN02185	GPAL|GPLIN_000446400	GROS|GROS_g07473
PPN02184	GPAL|GPLIN_000447900	GROS|GROS_g07936
PPN02187	GPAL|GPLIN_001114500	GROS|GROS_g04552
PPN02186	GPAL|GPLIN_001477000	GROS|GROS_g10834
PPN02181	GPAL|GPLIN_000372600	GROS|GROS_g01872
PPN02180	GPAL|GPLIN_000621600	GROS|GROS_g01886
PPN02183	GPAL|GPLIN_000372200	GROS|GROS_g01869
PPN02182	GPAL|GPLIN_001075700	GROS|GROS_g05233
PPN08467	GPAL|GPLIN_000134400	GROS|GROS_g05600
PPN08509	GPAL|GPLIN_000006100	GROS|GROS_g08570
PPN12023	GPAL|GPLIN_000597900	GROS|GROS_g04473
PPN08460	GPAL|GPLIN_001340200	GROS|GROS_g03504
PPN02361	GPAL|GPLIN_000861300	GROS|GROS_g10159
PPN02360	GPAL|GPLIN_001015500	GROS|GROS_g12536
PPN02363	GPAL|GPLIN_000146200	GROS|GROS_g04234
PPN02362	GPAL|GPLIN_001409000	GROS|GROS_g10076
PPN02365	GPAL|GPLIN_001024200	GROS|GROS_g03389
PPN02367	GPAL|GPLIN_000231100	GROS|GROS_g12667
PPN02366	GPAL|GPLIN_000266300	GROS|GROS_g02383
PPN02369	GPAL|GPLIN_000149800	GROS|GROS_g02152
PPN02368	GPAL|GPLIN_000150600	GROS|GROS_g02143
PPN08461	GPAL|GPLIN_000163800	GROS|GROS_g06473
PPN12264	GPAL|GPLIN_000794600	GROS|GROS_g09009
PPN12587	GPAL|GPLIN_001067800	GROS|GROS_g08927
PPN08462	GPAL|GPLIN_001078800	GROS|GROS_g06168
PPN06567	GPAL|GPLIN_001506700	GROS|GROS_g07289
PPN08463	GPAL|GPLIN_000952000	GROS|GROS_g00624
PPN11513	GPAL|GPLIN_000180000	GROS|GROS_g05861
PPN11515	GPAL|GPLIN_000182900	GROS|GROS_g11020
PPN06009	GPAL|GPLIN_000586100	GROS|GROS_g06215
PPN12162	GPAL|GPLIN_000713400	GROS|GROS_g04638
PPN12163	GPAL|GPLIN_000713600	GROS|GROS_g04634
PPN12160	GPAL|GPLIN_000712500	GROS|GROS_g04970
PPN12161	GPAL|GPLIN_000712900	GROS|GROS_g04973
PPN12166	GPAL|GPLIN_000714000	GROS|GROS_g02393
PPN12167	GPAL|GPLIN_000714100	GROS|GROS_g02394
PPN12164	GPAL|GPLIN_000713700	GROS|GROS_g02389
PPN12024	GPAL|GPLIN_000598600	GROS|GROS_g08315
PPN12168	GPAL|GPLIN_000714200	GROS|GROS_g02395
PPN12169	GPAL|GPLIN_000714300	GROS|GROS_g02397
PPN01513	GPAL|GPLIN_001143500	GROS|GROS_g02541
PPN01511	GPAL|GPLIN_001326900	GROS|GROS_g00427
PPN01510	GPAL|GPLIN_000162000	GROS|GROS_g08115
PPN04742	GPAL|GPLIN_001173800	GROS|GROS_g09330
PPN01518	GPAL|GPLIN_000092200	GROS|GROS_g06375
PPN04749	GPAL|GPLIN_000457800	GROS|GROS_g12333
PPN04748	GPAL|GPLIN_001161700	GROS|GROS_g00429
PPN02969	GPAL|GPLIN_001117400	GROS|GROS_g11475
PPN02960	GPAL|GPLIN_000274100	GROS|GROS_g12569
PPN02967	GPAL|GPLIN_000746900	GROS|GROS_g04019
PPN02966	GPAL|GPLIN_000628400	GROS|GROS_g08919
PPN02965	GPAL|GPLIN_000088600	GROS|GROS_g09143
PPN12266	GPAL|GPLIN_000796200	GROS|GROS_g14124
PPN08422	GPAL|GPLIN_000227000	GROS|GROS_g09755
PPN06565	GPAL|GPLIN_000760400	GROS|GROS_g11356
PPN00934	GPAL|GPLIN_000480100	GROS|GROS_g08807
PPN00932	GPAL|GPLIN_000703800	GROS|GROS_g06255
PPN00931	GPAL|GPLIN_000357100	GROS|GROS_g08739
PPN07078	GPAL|GPLIN_001122900	GROS|GROS_g04006
PPN07079	GPAL|GPLIN_001130100	GROS|GROS_g12403
PPN07072	GPAL|GPLIN_001107800	GROS|GROS_g05059
PPN07073	GPAL|GPLIN_001112500	GROS|GROS_g06860
PPN07070	GPAL|GPLIN_001102900	GROS|GROS_g12609
PPN07071	GPAL|GPLIN_001103300	GROS|GROS_g01470
PPN07076	GPAL|GPLIN_001116900	GROS|GROS_g12645
PPN07077	GPAL|GPLIN_001117000	GROS|GROS_g12646
PPN07074	GPAL|GPLIN_001113900	GROS|GROS_g04545
PPN07075	GPAL|GPLIN_001114400	GROS|GROS_g04551
PPN08676	GPAL|GPLIN_000162300	GROS|GROS_g11966
PPN08423	GPAL|GPLIN_000113600	GROS|GROS_g10915
PPN06260	GPAL|GPLIN_000023900	GROS|GROS_g06425
PPN02799	GPAL|GPLIN_000881100	GROS|GROS_g03215
PPN11078	GPAL|GPLIN_000754200	GROS|GROS_g03490
PPN02792	GPAL|GPLIN_000458900	GROS|GROS_g05520
PPN02794	GPAL|GPLIN_000217400	GROS|GROS_g05013
PPN02795	GPAL|GPLIN_001040600	GROS|GROS_g08446
PPN02797	GPAL|GPLIN_000504700	GROS|GROS_g12990
PPN06309	GPAL|GPLIN_000770600	GROS|GROS_g09347
PPN06308	GPAL|GPLIN_001546500	GROS|GROS_g07993
PPN03776	GPAL|GPLIN_000858800	GROS|GROS_g12043
PPN03771	GPAL|GPLIN_000887800	GROS|GROS_g01391
PPN03770	GPAL|GPLIN_001005300	GROS|GROS_g06381
PPN03825	GPAL|GPLIN_001346900	GROS|GROS_g08224
PPN03824	GPAL|GPLIN_000721600	GROS|GROS_g02609
PPN03827	GPAL|GPLIN_000301200	GROS|GROS_g02309
PPN03826	GPAL|GPLIN_000140400	GROS|GROS_g05896
PPN03821	GPAL|GPLIN_001066200	GROS|GROS_g00418
PPN02428	GPAL|GPLIN_001303000	GROS|GROS_g12457
PPN02429	GPAL|GPLIN_001303100	GROS|GROS_g12458
PPN02424	GPAL|GPLIN_000058800	GROS|GROS_g03706
PPN02425	GPAL|GPLIN_000300500	GROS|GROS_g07687
PPN02422	GPAL|GPLIN_000088900	GROS|GROS_g05667
PPN02423	GPAL|GPLIN_001076000	GROS|GROS_g05693
PPN02420	GPAL|GPLIN_000189000	GROS|GROS_g00341
PPN02421	GPAL|GPLIN_000173800	GROS|GROS_g12548
PPN01683	GPAL|GPLIN_001160900	GROS|GROS_g09083
PPN11686	GPAL|GPLIN_000330500	GROS|GROS_g09833
PPN12260	GPAL|GPLIN_000792500	GROS|GROS_g09436
PPN11687	GPAL|GPLIN_000331300	GROS|GROS_g10339
PPN12733	GPAL|GPLIN_001204200	GROS|GROS_g11415
PPN12732	GPAL|GPLIN_001203400	GROS|GROS_g02335
PPN12734	GPAL|GPLIN_001204300	GROS|GROS_g11416
PPN12731	GPAL|GPLIN_001203100	GROS|GROS_g02330
PPN11862	GPAL|GPLIN_000477000	GROS|GROS_g09044
PPN12730	GPAL|GPLIN_001202700	GROS|GROS_g02361
PPN12737	GPAL|GPLIN_001208400	GROS|GROS_g12827
PPN11684	GPAL|GPLIN_000327300	GROS|GROS_g06323
PPN12040	GPAL|GPLIN_000611800	GROS|GROS_g10486
PPN12735	GPAL|GPLIN_001204600	GROS|GROS_g11817
PPN00489	GPAL|GPLIN_000766200	GROS|GROS_g06942
PPN00487	GPAL|GPLIN_000711600	GROS|GROS_g04499
PPN00480	GPAL|GPLIN_000354700	GROS|GROS_g13523
PPN11685	GPAL|GPLIN_000330400	GROS|GROS_g09832
PPN12738	GPAL|GPLIN_001209600	GROS|GROS_g11155
PPN08300	GPAL|GPLIN_000458000	GROS|GROS_g05530
PPN08303	GPAL|GPLIN_001214100	GROS|GROS_g05434
PPN08305	GPAL|GPLIN_000020400	GROS|GROS_g12529
PPN08306	GPAL|GPLIN_001379500	GROS|GROS_g00298
PPN00152	GPAL|GPLIN_001537100	GROS|GROS_g08755
PPN11683	GPAL|GPLIN_000325900	GROS|GROS_g11218
PPN12263	GPAL|GPLIN_000792900	GROS|GROS_g09513
PPN08459	GPAL|GPLIN_000774600	GROS|GROS_g00777
PPN08458	GPAL|GPLIN_000334300	GROS|GROS_g01066
PPN05830	GPAL|GPLIN_000617700	GROS|GROS_g07318
PPN02888	GPAL|GPLIN_001242900	GROS|GROS_g05412
PPN02889	GPAL|GPLIN_001292500	GROS|GROS_g02038
PPN06453	GPAL|GPLIN_000900200	GROS|GROS_g10494
PPN05831	GPAL|GPLIN_000640600	GROS|GROS_g08500
PPN02884	GPAL|GPLIN_001051100	GROS|GROS_g05575
PPN02885	GPAL|GPLIN_001036000	GROS|GROS_g03246
PPN02886	GPAL|GPLIN_000261400	GROS|GROS_g06022
PPN02881	GPAL|GPLIN_000769900	GROS|GROS_g08195
PPN02882	GPAL|GPLIN_000353200	GROS|GROS_g01482
PPN08455	GPAL|GPLIN_000150400	GROS|GROS_g02145
PPN05833	GPAL|GPLIN_000602100	GROS|GROS_g03819
PPN05836	GPAL|GPLIN_000723100	GROS|GROS_g08367
PPN11863	GPAL|GPLIN_000477300	GROS|GROS_g09049
PPN05837	GPAL|GPLIN_001127800	GROS|GROS_g00679
PPN08450	GPAL|GPLIN_001107700	GROS|GROS_g05057
PPN11681	GPAL|GPLIN_000323800	GROS|GROS_g12597
PPN08453	GPAL|GPLIN_000870100	GROS|GROS_g13648
PPN08452	GPAL|GPLIN_000138700	GROS|GROS_g07801
PPN08808	GPAL|GPLIN_000071100	GROS|GROS_g02246
PPN04489	GPAL|GPLIN_000253300	GROS|GROS_g05761
PPN04482	GPAL|GPLIN_001567200	GROS|GROS_g03241
PPN04483	GPAL|GPLIN_000805700	GROS|GROS_g10411
PPN04480	GPAL|GPLIN_001330600	GROS|GROS_g13426
PPN04481	GPAL|GPLIN_000649200	GROS|GROS_g08859
PPN04486	GPAL|GPLIN_000301800	GROS|GROS_g02288
PPN04487	GPAL|GPLIN_001311500	GROS|GROS_g11437
PPN04484	GPAL|GPLIN_000634400	GROS|GROS_g07160
PPN04485	GPAL|GPLIN_001287900	GROS|GROS_g13339
PPN06215	GPAL|GPLIN_000746800	GROS|GROS_g04018
PPN06338	GPAL|GPLIN_000098000	GROS|GROS_g07065
PPN13008	GPAL|GPLIN_001571700	GROS|GROS_g06383
PPN06214	GPAL|GPLIN_000288000	GROS|GROS_g08398
PPN13007	GPAL|GPLIN_001566600	GROS|GROS_g07897
PPN13004	GPAL|GPLIN_001548200	GROS|GROS_g05722
PPN06339	GPAL|GPLIN_000098100	GROS|GROS_g07064
PPN13002	GPAL|GPLIN_001545800	GROS|GROS_g10493
PPN13000	GPAL|GPLIN_001540700	GROS|GROS_g12292
PPN13001	GPAL|GPLIN_001544000	GROS|GROS_g04157
PPN06336	GPAL|GPLIN_000097500	GROS|GROS_g07073
PPN06216	GPAL|GPLIN_001234200	GROS|GROS_g05405
PPN06337	GPAL|GPLIN_000097900	GROS|GROS_g07067
PPN04268	GPAL|GPLIN_000520300	GROS|GROS_g03531
PPN04269	GPAL|GPLIN_000646800	GROS|GROS_g01842
PPN04266	GPAL|GPLIN_001126700	GROS|GROS_g12618
PPN04267	GPAL|GPLIN_000168900	GROS|GROS_g06682
PPN04264	GPAL|GPLIN_001301600	GROS|GROS_g08468
PPN04265	GPAL|GPLIN_000115200	GROS|GROS_g10093
PPN04262	GPAL|GPLIN_001316000	GROS|GROS_g05062
PPN04260	GPAL|GPLIN_000042100	GROS|GROS_g02197
PPN11664	GPAL|GPLIN_000306100	GROS|GROS_g13675
PPN11665	GPAL|GPLIN_000307600	GROS|GROS_g06300
PPN11512	GPAL|GPLIN_000177400	GROS|GROS_g11827
PPN11510	GPAL|GPLIN_000176600	GROS|GROS_g01946
PPN11511	GPAL|GPLIN_000176700	GROS|GROS_g01947
PPN11516	GPAL|GPLIN_000183200	GROS|GROS_g11016
PPN11517	GPAL|GPLIN_000183300	GROS|GROS_g11015
PPN11514	GPAL|GPLIN_000181000	GROS|GROS_g11067
PPN11518	GPAL|GPLIN_000183400	GROS|GROS_g11014
PPN11519	GPAL|GPLIN_000183600	GROS|GROS_g12705
PPN04176	GPAL|GPLIN_000932500	GROS|GROS_g01133
PPN01417	GPAL|GPLIN_000839300	GROS|GROS_g02828
PPN11666	GPAL|GPLIN_000308200	GROS|GROS_g06295
PPN01414	GPAL|GPLIN_000872700	GROS|GROS_g12936
PPN04175	GPAL|GPLIN_000792400	GROS|GROS_g09437
PPN01412	GPAL|GPLIN_000889500	GROS|GROS_g02971
PPN01413	GPAL|GPLIN_001346100	GROS|GROS_g09207
PPN04170	GPAL|GPLIN_000601000	GROS|GROS_g03836
PPN11667	GPAL|GPLIN_000313900	GROS|GROS_g01126
PPN04171	GPAL|GPLIN_000343800	GROS|GROS_g06398
PPN02163	GPAL|GPLIN_001117500	GROS|GROS_g11476
PPN02166	GPAL|GPLIN_000915800	GROS|GROS_g10464
PPN02165	GPAL|GPLIN_000455800	GROS|GROS_g02943
PPN02164	GPAL|GPLIN_001117600	GROS|GROS_g11477
PPN02169	GPAL|GPLIN_000314500	GROS|GROS_g12230
PPN02168	GPAL|GPLIN_000916100	GROS|GROS_g12635
PPN11660	GPAL|GPLIN_000303800	GROS|GROS_g05986
PPN04179	GPAL|GPLIN_000132300	GROS|GROS_g04305
PPN11661	GPAL|GPLIN_000304300	GROS|GROS_g10359
PPN02306	GPAL|GPLIN_001029600	GROS|GROS_g08638
PPN02305	GPAL|GPLIN_000781600	GROS|GROS_g00003
PPN02304	GPAL|GPLIN_000689000	GROS|GROS_g03520
PPN02303	GPAL|GPLIN_000806000	GROS|GROS_g08667
PPN02302	GPAL|GPLIN_000654000	GROS|GROS_g01195
PPN02301	GPAL|GPLIN_001034600	GROS|GROS_g01167
PPN02300	GPAL|GPLIN_000937200	GROS|GROS_g00655
